"list","date","vendor","product","price","cat","subcat","feedback","from","to"
"2014-03-01__vF2NForVBW.html","2014-03-01","cyberzen","How to Make Her Want Anal Sex + Anal Sex Guide",0.01067634,"Services","Other","
    Feedbacks:
    No feedbacks found.
","
    
    
    ",NA
"2014-03-01__vff8uWrdnE.html","2014-03-01","moramaru","White Widow Organic top/end medical quality 5g",0.19529862,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    FE
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Germany
     ","EU except Sweden, Norway, Finland
    "
"2014-03-01__VFFr1E60Zm.html","2014-03-01","iLoveTaffy","10mL IV-READY rubber top vial, 1g #4 Heroin.LEAVING AGORA IN 48 HOURS.  LAST CHANCE DEAL.",0.25303194,"Drugs","Opioids","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__vfG4YnR4gq.html","2014-03-01","superstrains","100 grams of dutch qaulity speed",0.6224546,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__VfJeT57bX8.html","2014-03-01","ExpressHaze","5g MARLBORO HASH (FE Listing)",0.11754764,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Germany
    
    ",NA
"2014-03-01__vfkjog5ZDa.html","2014-03-01","BostonGeorge","1 Ounce - Mexican Mid Grade",0.12567099,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    0/5
                    FE'd then saw a forum post about his account being hacked. Hope my money isnt lost as Im to poor to afford to lose it.
                    

                    0 days ago
                    anon  ~5/5, 6~10 deals
                
            
                
                    5/5
                    This is some great brick weed. I mean that honestly. It smells piney and tastes woody but kicks in about after a half bowl. Ver
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Fast shipping, decent stealth, good quality Mexican sativa. Mine was compressed, but sticky and potent. Not much of a smell but
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
    
    ",NA
"2014-03-01__Vfo2LiMW10.html","2014-03-01","jackiestovalls","250g 5F-PB22",1.74796966,"Drugs","Other","
    Feedbacks:
    No feedbacks found.
","
     China
     ","Worldwide
    "
"2014-03-01__VftRr5uAvu.html","2014-03-01","SeattlesBest","Blue Dream 15g",0.31061412,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__VGaFaWeRUe.html","2014-03-01","DutchMasters","10 gr MDMA 84% Crystals -- Grade A Dutch Quality",0.49791612,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","Worldwide (except: US/NZ/AU/Scandinavia)
    "
"2014-03-01__vggu4NS4eM.html","2014-03-01","blackhand","DMT & Ayahuasca Book Collection",0.0069847,"Information","eBooks","
    Feedbacks:
    
        
            
                
                    5/5
                    thanks for the reading materials
                    

                    6 days ago
                    anon  5.0/5, 10~15 deals
                
            
        
    
","
     Internet
    
    ",NA
"2014-03-01__VgLg9nSLXX.html","2014-03-01","Lion","Cheeba Chew, Hybrid Quad Dose",0.04821514,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__Vgn0Ryjmmj.html","2014-03-01","u00002","MDPV ** 10GR ** 99% purity ** SPAIN",0.40802568,"Drugs","RCs","
    Feedbacks:
    No feedbacks found.
","
      Spain
    
    ",NA
"2014-03-01__vgr4zNjxkJ.html","2014-03-01","summertime","10 MG Methadone USA Pharmacy Product",0.02581787,"Drugs","Prescription","
    Feedbacks:
    
        
            
                
                    5/5
                    Perfect, thanks.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Vendor came through right on time.  Good communication, customer service and product.
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Damnit. Are you serious? Guys need to stop hitting on you and trying to holler at them sexy titties of yours. They just don't u
                    

                    1 days ago
                    anon  5.0/5, 10~15 deals
                
            
                
                    5/5
                    Thanks again for a flawless order, 5/5 on stealth, speed, product and communication. Thank you!! Perfect!
                    

                    2 days ago
                    anon  4.6/5, 10~15 deals
                
            
                
                    5/5
                    Summertime is an HONEST, RELIABLE vendor. Stealth is OKAY, but for pills, it's not a big deal. YAY!!!!!!
                    

                    3 days ago
                    anon  5.0/5, 10~15 deals
                
            
                
                    5/5
                    Speedy, Friendly, Stealthy and product was exactly as expected. Thank you!!  5/5 on all counts.
                    

                    4 days ago
                    anon  4.6/5, 10~15 deals
                
            
                
                    5/5
                    Smooth transaction from an A+++ vendor. 10/5 all around for Summertime. Strongly recommended!
                    

                    6 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    SUMMERTIME is the beesstttt. Extras, FAST, The real effin DEAL. I LOVE HER!!!!!!
                    

                    0 days ago
                    anon  5.0/5, 10~15 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__vgTnUhnCWR.html","2014-03-01","everythingman","25 g  Na-GHB Powder",0.07176175,"Drugs","Dissociatives","
    Feedbacks:
    No feedbacks found.
","
     EU
     ","WORLD
    "
"2014-03-01__VGWcr2cVAz.html","2014-03-01","HighTestMMDG","Green Crack Kush HP (224g) AA+ INTRO PRICE",1.84413381,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Canada
     ","Worldwide
    "
"2014-03-01__vgYDmXJRtN.html","2014-03-01","whiteyford","28g MDMA Sand",1.48861646,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Canada
    
    ",NA
"2014-03-01__Vhes6LxdKL.html","2014-03-01","DutchDope","2 grams of  Cocaine 89%+ purity",0.34927649,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","Worldwide
    "
"2014-03-01__vhR5NGbEyY.html","2014-03-01","HollandOnline","250 gr Pure Uncut Premium Dutch TOP Quality PEP / SPEED Paste",1.50006104,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","EU
    "
"2014-03-01__VhvRvqCdAw.html","2014-03-01","passman","Counterfeit $20 Templates + 2 Detailed Guides",0.08896955,"Forgeries","Scans/Photos","
    Feedbacks:
    
        
            
                
                    5/5
                    Great info..Will buy again
                    

                    5 days ago
                    anon [0 deals]
                
            
        
    
","
    
    
    ",NA
